file,title,definition,category,sub_category,def_cluster_400
./full_texts/10.1016/j.jmsy.2023.06.006/10.1016_j.jmsy.2023.06.006.json,Can color difference on the maternal side of the placenta distinguish between acute peripartum twin–twin transfusion syndrome and twin anemia–polycythemia sequence?,"Digital twin is a concept that utilizes digital technologies to mirror the real-time states of physical assets and extract the hidden yet valuable information of physical assets for optimization, decision-making or scheduling",manufacturing and industrial engineering,manufacturing and industrial engineering,352
./full_texts/10.1016/j.jmsy.2023.06.006/10.1016_j.jmsy.2023.06.006.json,Can color difference on the maternal side of the placenta distinguish between acute peripartum twin–twin transfusion syndrome and twin anemia–polycythemia sequence?,digital twins is a problem that needs to be addressed in future studies,manufacturing and industrial engineering,"['digital twin', 'artificial intelligence', 'machine learning']",124
./full_texts/10.1016/j.cie.2023.109768/10.1016_j.cie.2023.109768.json,"06/01399 Consideration of uncertainties in seismic analysis of coupled building piping systems Gupta, A. and Choi, B. Nuclear Engineering and Design, 2005, 235,(17–19), 2071–2086","digital twin is a set of virtual information constructs that fully describes a potential or actual physical manufactured product from the micro atomic level to the macro geometrical level” (Grieves & Vickers, 2017)",manufacturing and industrial engineering,"['digital twin', 'process monitoring', 'predictive maintenance']",11
./full_texts/10.1016/j.cie.2023.109768/10.1016_j.cie.2023.109768.json,"06/01399 Consideration of uncertainties in seismic analysis of coupled building piping systems Gupta, A. and Choi, B. Nuclear Engineering and Design, 2005, 235,(17–19), 2071–2086","digital twin is a virtual representation of an object or system that spans its lifecycle, is updated from real-time data, and uses simulation, machine learning, and reasoning to help decision-making” (IBM, 2022)",manufacturing and industrial engineering,"['digital twin', 'process monitoring', 'predictive maintenance']",315
./full_texts/10.1016/j.ifacol.2021.08.035/10.1016_j.ifacol.2021.08.035.json,"Digital twins for logistics and supply chain systems: Literature review, conceptual framework, research potential, and practical challenges","Digital Twin is a â€œportraitâ€� of the system's dynamic history, its â€œdynamic traceâ€�",manufacturing and industrial engineering,"['digital twin', 'predictive maintenance']",180
./full_texts/10.1016/j.ifacol.2021.08.035/10.1016_j.ifacol.2021.08.035.json,"Digital twins for logistics and supply chain systems: Literature review, conceptual framework, research potential, and practical challenges","Digital Twin is a â€œportraitâ€� of the system's dynamic hist ry, its â€œdynamic traceâ€�",manufacturing and industrial engineering,manufacturing and industrial engineering,180
./full_texts/10.1016/j.tust.2023.105318/10.1016_j.tust.2023.105318.json,Prognostics on Noisy and Uncertain Dynamic Systems using Cumulative Sum Chart of Inferential Sensors,"digital twin is a digital representation (virtual twin) that dynamically communicates and evolves with its physical counterpart (physical twin) through a bi-directional interaction (Qi et al., 2019)",construction and infrastructure,construction and infrastructure,323
./full_texts/10.1016/j.tust.2023.105318/10.1016_j.tust.2023.105318.json,Prognostics on Noisy and Uncertain Dynamic Systems using Cumulative Sum Chart of Inferential Sensors,"digital twin is a decision support model (Tao et al., 2018)",construction and infrastructure,construction and infrastructure,228
./full_texts/10.1016/j.techfore.2023.122828/10.1016_j.techfore.2023.122828.json,Redness discordance in monochorionic twin placentas: Correlation with clinical and placental findings,digital twin is a virtual replica of healthcare operations that allows firms to simulate how they run their business,healthcare and medical innovation,healthcare and medical innovation,9
./full_texts/10.1016/j.ress.2022.108721/10.1016_j.ress.2022.108721.json,An investigation of sphere packed shell-side columns using a digital packing algorithm,digital twin is a computational model in cyberspace that is used to support engineering decisions,manufacturing and industrial engineering,manufacturing and industrial engineering,232
./full_texts/10.1016/j.cag.2021.01.011/10.1016_j.cag.2021.01.011.json,A review of the port carbon emission sources and related emission reduction technical measures,digital twin is a much wider concept than has been explored here,manufacturing and industrial engineering,"['digital twin', 'artificial intelligence', 'machine learning']",163
./full_texts/10.1016/j.procir.2020.03.115/10.1016_j.procir.2020.03.115.json,Flow-based fabrication: An integrated computational workflow for design and digital additive manufacturing of multifunctional heterogeneously structured objects,Digital Twin is defined as an unique instance of an universal Digital Master model of an asset and its individual Digital Shadow as the intelligent linkage between the other two,manufacturing and industrial engineering,"['virtual reality (vr)', 'cyber-physical systems (cps)', 'industrie 4.0']",194
./full_texts/10.1016/j.jmsy.2022.09.012/10.1016_j.jmsy.2022.09.012.json,Editorial Board,"digital twin is a high fidelity, virtual representation of an entity such as an asset, person, or process and is developed to support new or enhanced business objectives",manufacturing and industrial engineering,"['machine learning', 'artificial intelligence', 'industrial internet']",7
./full_texts/10.1016/j.cirp.2023.04.062/10.1016_j.cirp.2023.04.062.json,In-situ growing of helical carbon fibers on graphene for high-performance flexible strain sensor,digital twin is a digital representation of a physical workcell that is periodically updated based on the constant flow of sensor data,manufacturing and industrial engineering,"['digital twin', 'additive manufacturing', 'product lifecycle']",136
./full_texts/10.1016/j.promfg.2020.10.250/10.1016_j.promfg.2020.10.250.json,1.213 DELAYED APPEARANCE OF VASCULAR PARKINSONISM SIX YEARS AFTER A PUTAMINAL INFARCTION,digital twin is a presentation of characteristics and behavior of a system according to various levels of details and the scope it addresses [9],manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring']",137
./full_texts/10.1016/j.promfg.2020.10.250/10.1016_j.promfg.2020.10.250.json,1.213 DELAYED APPEARANCE OF VASCULAR PARKINSONISM SIX YEARS AFTER A PUTAMINAL INFARCTION,digital twin is a virtual clone of a whole or a part of a factory [10],manufacturing and industrial engineering,['digital twin'],333
./full_texts/10.1016/j.matpr.2023.06.237/10.1016_j.matpr.2023.06.237.json,Determination of the relative misorientation of two grains in YBa2Cu3O7−δ by twin pattern analysis,digital twin is a virtual model designed to accurately reflect a physical object [17],manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'additive manufacturing']",34
./full_texts/10.1016/j.ifacol.2022.09.187/10.1016_j.ifacol.2022.09.187.json,A9 UNILATERAL RENAL CYSTIC DYSPLASIA IN ONE MONOCHORIONIC TWIN WITH SCHIMMELPENNING-FEUERSTEIN-MIMS SYNDROME (SFM) WITH KRAS C.35G>A-MUTATION,Digital Twin is a well-established concept defined differently by numerous authors depending on the use case and domain,manufacturing and industrial engineering,"['digital twin', 'smart manufacturing', 'machine learning', 'artificial intelligence', 'industrial internet', 'product lifecycle', 'additive manufacturing', 'process monitoring', 'predictive maintenance', 'reinforcement learning', 'edge computing']",87
./full_texts/10.1016/j.ifacol.2022.09.187/10.1016_j.ifacol.2022.09.187.json,A9 UNILATERAL RENAL CYSTIC DYSPLASIA IN ONE MONOCHORIONIC TWIN WITH SCHIMMELPENNING-FEUERSTEIN-MIMS SYNDROME (SFM) WITH KRAS C.35G>A-MUTATION,"Digital Twin is a ""virtual representation (models) of a physical asset with three characteristics: (1) the models of a Digital Twin has to be always in sync with the physical asset, (2) it contains all process data, acquired during operation as well as all organizational and technical information created during the development of the asset and (3) the ability of simulation",manufacturing and industrial engineering,"['digital twin', 'artificial intelligence', 'machine learning', 'product lifecycle']",388
